BRAND,DNLA,SKU_NO,SEQNUM,FEATURE_NAME,FEATURE_DESCRIPTION,FEATURES_RAW,LINE_TYPE
Vello,N,1169177,4,16 Channels,The wireless system's 16 channels allow you to change your transmitter/receiver settings to avoid interference from other wireless devices.,The wireless system's 16 channels allow you to change your transmitter/receiver settings to avoid interference from other wireless devices.,DETAIL
Vello,N,1169177,5,Multi-Purpose Flash Trigger,You can use multiple receivers to trigger many flashes with a single transmitter. You can also trigger multiple cameras with additional receivers and shutter release cables.,You can use multiple receivers to trigger many flashes with a single transmitter. You can also trigger multiple cameras with additional receivers and shutter release cables.,DETAIL
Vello,N,1169177,6,LED Indicators,"Confirm communication of trigger system with pre-focus, shutter release, and flash trigger in wireless mode.","Confirm communication of trigger system with pre-focus, shutter release, and flash trigger in wireless mode.",DETAIL
Vello,N,1169177,7,Long Exposure Photography,Use your FreeWave Fusion Basic on a tripod with your camera's Bulb setting to make exposures as long as your camera will support without touching the camera.,Use your FreeWave Fusion Basic on a tripod with your camera's Bulb setting to make exposures as long as your camera will support without touching the camera.,DETAIL
Vello,N,1169177,8,Dual-Function Shutter Release Button,"Press halfway to focus, press fully to trigger the shutter.","Press halfway to focus, press fully to trigger the shutter.",DETAIL
Vello,N,1169177,9,Wildlife Photography,Wildlife photography release the shutter from a safe distance for photos of hard to approach wildlife.,Wildlife photography release the shutter from a safe distance for photos of hard to approach wildlife.,DETAIL
Vello,N,1169177,10,Macro Photography,"Use your transmitter as a wireless ""cable release"" to avoid accidental movement when shooting close-up.","Use your transmitter as a wireless ""cable release"" to avoid accidental movement when shooting close-up.",DETAIL
Vello,N,1169177,11,Single Shot and Continuous Shooting Modes,Allows you to use the cameras motor drive for rapid sequences.,Allows you to use the cameras motor drive for rapid sequences.,DETAIL
Vello,N,1169177,12,Compatibility,"Most hot shoe flashes, studio strobes, and cameras are compatible with the FreeWave Fusion Basic 2.4GHz.","Most hot shoe flashes, studio strobes, and cameras are compatible with the FreeWave Fusion Basic 2.4GHz.",DETAIL
Vello,N,1169178,1,Wireless Triggering,"The FreeWave Fusion Basic 2.4GHz can wirelessly trigger your hot-shoe flashes, studio lights, or camera from up to 328' away. You can also use it as a wireless ""cable release"" for wildlife or on a tripod for macro work.","The FreeWave Fusion Basic 2.4GHz can wirelessly trigger your hot-shoe flashes, studio lights, or camera from up to 328' away. You can also use it as a wireless ""cable release"" for wildlife or on a tripod for macro work.",DETAIL
Vello,N,1169178,2,2.4GHz Frequency Signal,This high frequency signal can pass through and around obstructions offering you greater flexibility in placement of your flash units and camera.,This high frequency signal can pass through and around obstructions offering you greater flexibility in placement of your flash units and camera.,DETAIL
Vello,N,1169178,3,Flash Sync up to 1/250 Sec.,Take advantage of sync speeds that match the rating of your camera up to 1/250 sec.,Take advantage of sync speeds that match the rating of your camera up to 1/250 sec.,DETAIL
Vello,N,1169178,4,16 Channels,The wireless system's 16 channels allows you to change your transmitter/receiver settings to avoid interference from other wireless remote controls.,The wireless system's 16 channels allows you to change your transmitter/receiver settings to avoid interference from other wireless remote controls.,DETAIL
Vello,N,1169178,5,Multi-Purpose Flash Trigger,You can use multiple optional receivers to trigger many flashes with a single optional transmitter. You can also trigger multiple cameras with additional receivers and shutter release cables.,You can use multiple optional receivers to trigger many flashes with a single optional transmitter. You can also trigger multiple cameras with additional receivers and shutter release cables.,DETAIL
Vello,N,1169178,6,LED Indicators,"Confirm communication of trigger system with pre-focus, shutter release, and flash trigger in wireless mode.","Confirm communication of trigger system with pre-focus, shutter release, and flash trigger in wireless mode.",DETAIL
Vello,N,1169178,7,Long Exposure Photography,Use your FreeWave Fusion Basic on a tripod with your camera's Bulb setting to make exposures as long as your camera will support without touching the camera.,Use your FreeWave Fusion Basic on a tripod with your camera's Bulb setting to make exposures as long as your camera will support without touching the camera.,DETAIL
Vello,N,1169178,8,Wildlife Photography,Release the shutter from a safe distance for photos of hard to approach wildlife.,Release the shutter from a safe distance for photos of hard to approach wildlife.,DETAIL
Vello,N,1169178,9,Macro Photography,"Use your separately purchased transmitter as a wireless ""cable release"" to avoid accidental movement when shooting close-up.","Use your separately purchased transmitter as a wireless ""cable release"" to avoid accidental movement when shooting close-up.",DETAIL
Vello,N,1169178,10,Single Shot and Continuous Shooting Modes,Allows you to use the camera's motor drive for rapid sequences.,Allows you to use the camera's motor drive for rapid sequences.,DETAIL
Vello,N,1169178,11,Compatibility,"Most hot shoe flashes, studio strobes, and cameras are compatible with the FreeWave Fusion Basic 2.4GHz.","Most hot shoe flashes, studio strobes, and cameras are compatible with the FreeWave Fusion Basic 2.4GHz.",DETAIL
Vello,N,1171288,1,,Shortens minimum focusing distance of lens for macro photography.,Shortens minimum focusing distance of lens for macro photography.,DETAIL
Vello,N,1171288,2,,Extension tubes of 10mm and 16mm lengths can be used individually or together for greater magnification.,Extension tubes of 10mm and 16mm lengths can be used individually or together for greater magnification.,DETAIL
Vello,N,1171288,3,,Full autofocus and exposure compatibility,Full autofocus and exposure compatibility,DETAIL
Vello,N,1171288,4,,Lightweight design with metal mounts,Lightweight design with metal mounts,DETAIL
Vello,N,1171288,5,,Alignment markers make placement on lenses and cameras easy,Alignment markers make placement on lenses and cameras easy,DETAIL
Vello,N,1171288,6,,Fits Nikon 1 cameras and Nikon 1 lenses.,Fits Nikon 1 cameras and Nikon 1 lenses.,DETAIL
Vello,N,1176895,1,,"Holds up to two EN-EL14 or EN-EL14A batteries, doubling the battery life for the Nikon D5500 & D5600.","Holds up to two EN-EL14 or EN-EL14A batteries, doubling the battery life for the Nikon D5500 & D5600.",DETAIL
Vello,N,1176895,2,,"Provides comfortable and secure handling when shooting in the vertical position, including a secondary shutter release button.","Provides comfortable and secure handling when shooting in the vertical position, including a secondary shutter release button.",DETAIL
Vello,N,1176895,3,,Features anti-slip rubber gripping and a securely locking battery chamber door.,Features anti-slip rubber gripping and a securely locking battery chamber door.,DETAIL
Vello,N,1176895,4,,Contains a camera battery door holder to store the camera's battery chamber door when the grip is mounted.,Contains a camera battery door holder to store the camera's battery chamber door when the grip is mounted.,DETAIL
Vello,N,1180961,1,,"Provides comfortable and secure handling when shooting in the vertical position, including a secondary shutter release button, AF point selection/magnify button, AE lock/FE lock/index/reduce button, main dial, and power switch","Provides comfortable and secure handling when shooting in the vertical position, including a secondary shutter release button, AF point selection/magnify button, AE lock/FE lock/index/reduce button, main dial, and power switch",DETAIL
Vello,N,1180961,2,,Accepts up to two LP-E17 batteries to effectively double the camera's battery life,Accepts up to two LP-E17 batteries to effectively double the camera's battery life,DETAIL
Vello,N,1180961,3,,Guide pin to help align camera to grip,Guide pin to help align camera to grip,DETAIL
Vello,N,1180961,4,,"1/4""-20 mount with wheel lock to secure grip to camera","1/4""-20 mount with wheel lock to secure grip to camera",DETAIL
Vello,N,1180961,5,,A metal mount allows you to attach a camera strap,A metal mount allows you to attach a camera strap,DETAIL
Vello,N,1180961,6,,Contains a camera battery door holder to store the camera's battery chamber door when the grip is mounted,Contains a camera battery door holder to store the camera's battery chamber door when the grip is mounted,DETAIL
Vello,N,1181600,1,Compatible Cameras,"Nikon: D1, D1H, D1X, D2, D200, D2H, D2Hs, D2X, D2Xs, D3, D300, D300s, D3s, D3x, D4, D4s, D700, D800, D800e and D810 Df, D90, D600, D610, D750, D3100, D3200, D3300, D5000, D5100, D5200, D5300, D5500, D7000 and D7100; CoolPix P7800 Fuji: S3 and S5 Kodak: DCS-14N","<b>Nikon:</b> D1, D1H, D1X, D2, D200, D2H, D2Hs, D2X, D2Xs, D3, D300, D300s, D3s, D3x, D4, D4s, D700, D800, D800e and D810 Df, D90, D600, D610, D750, D3100, D3200, D3300, D5000, D5100, D5200, D5300, D5500, D7000 and D7100; CoolPix P7800 Fuji: S3 and S5 Kodak: DCS-14N",DETAIL
Vello,N,1181601,1,2.4GHz Radio Frequency,Reduced interference and improved wireless signal quality.,Reduced interference and improved wireless signal quality.,DETAIL
Vello,N,1181601,2,Extended Range,Range up to 320' (100 m),Range up to 320' (100 m),DETAIL
Vello,N,1181601,3,Multi-Purpose,"Use as an individual or group wireless flash trigger, and/or as a shutter release remote trigger.","Use as an individual or group wireless flash trigger, and/or as a shutter release remote trigger.",DETAIL
Vello,N,1181601,4,Multiple Groups,Configure up to three different light groups and up to seven different group combinations.,Configure up to three different light groups and up to seven different group combinations.,DETAIL
Vello,N,1181601,5,Flash Sync Speed of Up to 1/320s,Take advantage of sync speeds that match the rating of your camera all the way up to 1/320s (on compatible cameras only).,Take advantage of sync speeds that match the rating of your camera all the way up to 1/320s (on compatible cameras only).,DETAIL
Vello,N,1181601,6,Flash Wake-Up,"Simply depress the trigger button on the transmitter half-way to pull the flash out of ""sleep-mode"". Sleep mode allows the flash to power down in between shooting sessions to extend battery life. The wake-up function is only available when used as part of a complete Nikon TTL system.
Note! If your flash does not have a wake-up function, you may be able to turn off sleep mode. Refer to your flash's manual for instructions.","Simply depress the trigger button on the transmitter half-way to pull the flash out of ""sleep-mode"". Sleep mode allows the flash to power down in between shooting sessions to extend battery life. The wake-up function is only available when used as part of a complete Nikon TTL system.<br><br>
<i>Note! If your flash does not have a wake-up function, you may be able to turn off sleep mode. Refer to your flash's manual for instructions.</i>",DETAIL
Vello,N,1181601,7,Versatile,One receiver works with multiple camera and light models. Just swap out the connecting cables.,One receiver works with multiple camera and light models. Just swap out the connecting cables.,DETAIL
Vello,N,1181601,8,Dual-Function Shutter Release Button,Press halfway to focus; press fully to trigger shutter.,Press halfway to focus; press fully to trigger shutter.,DETAIL
Vello,N,1181601,9,LED Indicators,"Confirm pre-focus, shutter release, flash wake-up, and flash trigger in wireless mode.","Confirm pre-focus, shutter release, flash wake-up, and flash trigger in wireless mode.",DETAIL
Vello,N,1181601,10,Included Shutter Release Cables Support:,"Nikon: D1, D1H, D1X, D2, D200, D2H, D2Hs, D2X, D2Xs, D3, D300, D300s, D3s, D3x, D4, D4s, D700, D800, D800e and D810
Df, D90, D600, D610, D750, D3100, D3200, D3300, D5000, D5100, D5200, D5300, D5500, D7000 and D7100; CoolPix P7800
 Fuji: S3 and S5
 Kodak: DCS-14N","<b>Nikon:</b> D1, D1H, D1X, D2, D200, D2H, D2Hs, D2X, D2Xs, D3, D300, D300s, D3s, D3x, D4, D4s, D700, D800, D800e and D810<br>
Df, D90, D600, D610, D750, D3100, D3200, D3300, D5000, D5100, D5200, D5300, D5500, D7000 and D7100; CoolPix P7800<br>
<b>Fuji:</b> S3 and S5<br>
<b>Kodak:</b> DCS-14N",DETAIL
Vello,N,1181601,11,,Optional shutter release cables are available to make the remote control function compatible with other brand camera models,Optional shutter release cables are available to make the remote control function compatible with other brand camera models,DETAIL
Vello,N,1182655,1,Compatible Cameras,"Sony: Alpha a58, a77 II, a3000, a5000, a6000, a6300, a7, a7 II, a7R, a7R II, a7S, a7S II; DSC-RX1, RX1R, RX1R II, RX10, RX10 II, RX100 II, RX100 III, RX100 IV, HX50V, HX90V, HX300, HX400, and HX400V","<b>Sony:</b> Alpha a58, a77 II, a3000, a5000, a6000, a6300, a7, a7 II, a7R, a7R II, a7S, a7S II; DSC-RX1, RX1R, RX1R II, RX10, RX10 II, RX100 II, RX100 III, RX100 IV, HX50V, HX90V, HX300, HX400, and HX400V",DETAIL
Vello,N,1182655,2,Timer Functions,"You can set the timer delays, exposure times, and intervals up to 99 hours, 59 minutes, 59 seconds in one second increments.","You can set the timer delays, exposure times, and intervals up to 99 hours, 59 minutes, 59 seconds in one second increments.",DETAIL
Vello,N,1182655,3,Exposure Functions,"The ShutterBoss enables you to select anywhere from one to 399 continuous shots, or you can set the device to take an unlimited number of photos.","The ShutterBoss enables you to select anywhere from one to 399 continuous shots, or you can set the device to take an unlimited number of photos.",DETAIL
Vello,N,1182655,4,LCD Display,"The four-line backlit LCD display panel gives you a visual reference so you can enable the following functions: self-timer, exposure, interval, and number of shots. It also is a status indicator for battery life, timer functions, lock indicator, number of shots, and more.","The four-line backlit LCD display panel gives you a visual reference so you can enable the following functions: self-timer, exposure, interval, and number of shots. It also is a status indicator for battery life, timer functions, lock indicator, number of shots, and more.",DETAIL
Vello,N,1182655,5,Audible Beep,The ShutterBoss will give you an audible beep for the last three seconds of a countdown delay or interval. It will also beep to confirm your settings. The beep can be turned off if necessary.,The ShutterBoss will give you an audible beep for the last three seconds of a countdown delay or interval. It will also beep to confirm your settings. The beep can be turned off if necessary.,DETAIL
Vello,N,1182655,6,Power Off and Reset Options,"The ShutterBoss II has been updated with two new features, the Power Off option which gives the ability to power the device off to conserve battery life and the Reset option which allows the ShutterBoss to be reset to the default settings, so that each setting does not need to be reset individually.","The ShutterBoss II has been updated with two new features, the Power Off option which gives the ability to power the device off to conserve battery life and the Reset option which allows the ShutterBoss to be reset to the default settings, so that each setting does not need to be reset individually.",DETAIL
Vello,N,1182655,7,Long Battery Life,"Powered by two AAA batteries, it can last for about 60 days of continuous shooting with intervals of five minutes and exposures of 4 minutes, 56 seconds. When left on standby, it can last for up to 2 years.","Powered by two AAA batteries, it can last for about 60 days of continuous shooting with intervals of five minutes and exposures of 4 minutes, 56 seconds. When left on standby, it can last for up to 2 years.",DETAIL
Vello,N,1182656,1,Compatible Cameras,"Panasonic: DMC-FZ100, DMC-FZ150, DMC-FZ200, DMC-FZ300, DMC-FZ1000, DMC-G1, DMC-G2, DMC-G3, DMC-G5, DMC-G6, DMC-G10, DMC-GF1, DMC-GH1, DMC-GH2, DMC-GH3, DMC-GH4, DMC-GX1, DMC-GX7, DMC-GX8, DMC-L1, DMC-L10 Leica: V-Lux 4","<b>Panasonic:</b> DMC-FZ100, DMC-FZ150, DMC-FZ200, DMC-FZ300, DMC-FZ1000, DMC-G1, DMC-G2, DMC-G3, DMC-G5, DMC-G6, DMC-G10, DMC-GF1, DMC-GH1, DMC-GH2, DMC-GH3, DMC-GH4, DMC-GX1, DMC-GX7, DMC-GX8, DMC-L1, DMC-L10 <br><b>Leica:</b> V-Lux 4",DETAIL
Vello,N,1182656,2,Timer Functions,"You can set the timer delays, exposure times, and intervals up to 99 hours, 59 minutes, 59 seconds in one second increments.","You can set the timer delays, exposure times, and intervals up to 99 hours, 59 minutes, 59 seconds in one second increments.",DETAIL
Vello,N,1182656,3,Exposure Functions,"The ShutterBoss enables you to select anywhere from one to 399 continuous shots, or you can set the device to take an unlimited number of photos.","The ShutterBoss enables you to select anywhere from one to 399 continuous shots, or you can set the device to take an unlimited number of photos.",DETAIL
Vello,N,1182656,4,LCD Display,"The four-line backlit LCD display panel gives you a visual reference so you can enable the following functions: self-timer, exposure, interval, and number of shots. It also is a status indicator for battery life, timer functions, lock indicator, number of shots, and more.","The four-line backlit LCD display panel gives you a visual reference so you can enable the following functions: self-timer, exposure, interval, and number of shots. It also is a status indicator for battery life, timer functions, lock indicator, number of shots, and more.",DETAIL
Vello,N,1182656,5,Audible Beep,The ShutterBoss will give you an audible beep for the last three seconds of a countdown delay or interval. It will also beep to confirm your settings. The beep can be turned off if necessary.,The ShutterBoss will give you an audible beep for the last three seconds of a countdown delay or interval. It will also beep to confirm your settings. The beep can be turned off if necessary.,DETAIL
Vello,N,1182656,6,Power Off and Reset Options,"The ShutterBoss II has been updated with two new features, the Power Off option which gives the ability to power the device off to conserve battery life and the Reset option which allows the ShutterBoss to be reset to the default settings, so that each setting does not need to be reset individually.","The ShutterBoss II has been updated with two new features, the Power Off option which gives the ability to power the device off to conserve battery life and the Reset option which allows the ShutterBoss to be reset to the default settings, so that each setting does not need to be reset individually.",DETAIL
Vello,N,1182656,7,Long Battery Life,"Powered by two AAA batteries, it can last for about 60 days of continuous shooting with intervals of five minutes and exposures of 4 minutes, 56 seconds. When left on standby, it can last for up to 2 years.","Powered by two AAA batteries, it can last for about 60 days of continuous shooting with intervals of five minutes and exposures of 4 minutes, 56 seconds. When left on standby, it can last for up to 2 years.",DETAIL
Vello,N,1186674,1,,Adapts Canon EF and EF-S mount lenses to full-frame and APS-C format Sony E-mount mirrorless cameras,Adapts Canon EF and EF-S mount lenses to full-frame and APS-C format Sony E-mount mirrorless cameras,DETAIL
Vello,N,1186674,2,,"Maintains support for autofocus, auto exposure, and image stabilization","Maintains support for autofocus, auto exposure, and image stabilization",DETAIL
Vello,N,1186674,3,,"Depending on the camera, phase-detect autofocus is supported along with contrast detection","Depending on the camera, phase-detect autofocus is supported along with contrast detection",DETAIL
Vello,N,1186674,4,,Communicates Exif data to the camera to be saved in the image file for later reference,Communicates Exif data to the camera to be saved in the image file for later reference,DETAIL
Vello,N,1186674,5,,"Removable tripod foot has 1/4""-20 socket for direct mounting on a support system, eliminating unnecessary strain on the camera's lens mount","Removable tripod foot has 1/4""-20 socket for direct mounting on a support system, eliminating unnecessary strain on the camera's lens mount",DETAIL
Vello,N,1186674,6,,Matte black interior helps reduce flare for optimal image quality,Matte black interior helps reduce flare for optimal image quality,DETAIL
Vello,N,1186674,7,,Metal construction for long-term durability,Metal construction for long-term durability,DETAIL
Vello,N,1186675,1,,"Allows a Nikon F-mount lens to be used with a full-frame or APS-C format Sony E-mount cameraAttached lens can focus to infinityIntegrated, eight-stop aperture-control ring with half-stop increments provides aperture control for Nikon G-type as well as Nikon AI or many post-Nikon AI lensesWhile Nikon E-type lenses will physically fit, the manual aperture ring function is not supported Zinc-alloy construction with aluminum-alloy lens mounting ring for durability while remaining lightweightInternal coating minimizes reflections within the adapter barrelLocking mechanism for secure attachment of lens with push-button releaseDetachable tripod foot with 1/4""-20 threads","<ul><li>Allows a Nikon F-mount lens to be used with a full-frame or APS-C format Sony E-mount camera<li>Attached lens can focus to infinity<li>Integrated, eight-stop aperture-control ring with half-stop increments provides aperture control for Nikon G-type as well as Nikon AI or many post-Nikon AI lenses<li>While Nikon E-type lenses will physically fit, the manual aperture ring function is not supported<li> Zinc-alloy construction with aluminum-alloy lens mounting ring for durability while remaining lightweight<li>Internal coating minimizes reflections within the adapter barrel<li>Locking mechanism for secure attachment of lens with push-button release<li>Detachable tripod foot with 1/4""-20 threads</li></ul>",DETAIL
Vello,N,1191183,1,,"Detects motion, sound, and lightning","Detects motion, sound, and lightning",DETAIL
Vello,N,1191183,2,,Light sensor response time of just 0.1 ms,Light sensor response time of just 0.1 ms,DETAIL
Vello,N,1191183,3,,Motion sensor has an effective range of 16.4' and field of view of 94&deg; H x 82&deg; V,Motion sensor has an effective range of 16.4' and field of view of 94&deg; H x 82&deg; V,DETAIL
Vello,N,1191183,4,,Sensitivity dials for lightning and sound,Sensitivity dials for lightning and sound,DETAIL
Vello,N,1191183,5,,Microphone is rated to pick up sounds from up to 6.5' away when outdoors or up to 11.5' indoors,Microphone is rated to pick up sounds from up to 6.5' away when outdoors or up to 11.5' indoors,DETAIL
Vello,N,1191183,6,,LED indicator lights up when sensitivity is set too high for current environment,LED indicator lights up when sensitivity is set too high for current environment,DETAIL
Vello,N,1191183,7,,Uses 2.5mm remote cables to connect to camera,Uses 2.5mm remote cables to connect to camera,DETAIL
Vello,N,1191183,8,Compatible Cameras,"Nikon: D1, D1H, D1X, D2, D2H, D2Hs, D2X, D2Xs, D3, D3s, D3x, D4, D4s, D200, D300, D300s, D700, D800, D800E, D810, D810A, D3100, D3200, D3300, D5000, D5100, D5200, D5300, D5500, D90, D7000, D7100, D7200, D600, D610, D750, Df, Nikon 1 V3, COOLPIX P7700, COOLPIX P7800, COOLPIX A Fujifilm: S3 Pro, S5 Pro Kodak: DCS-14N","<b>Nikon</b>: D1, D1H, D1X, D2, D2H, D2Hs, D2X, D2Xs, D3, D3s, D3x, D4, D4s, D200, D300, D300s, D700, D800, D800E, D810, D810A, D3100, D3200, D3300, D5000, D5100, D5200, D5300, D5500, D90, D7000, D7100, D7200, D600, D610, D750, Df, Nikon 1 V3, COOLPIX P7700, COOLPIX P7800, COOLPIX A<br> <b>Fujifilm</b>: S3 Pro, S5 Pro<br> <b>Kodak</b>: DCS-14N",DETAIL
Vello,N,1191184,1,,"Detects motion, sound, and lightning","Detects motion, sound, and lightning",DETAIL
Vello,N,1191184,2,,Light sensor response time of just 0.1 ms,Light sensor response time of just 0.1 ms,DETAIL
Vello,N,1191184,3,,Motion sensor has an effective range of 16.4' and field of view of 94&deg; H x 82&deg; V,Motion sensor has an effective range of 16.4' and field of view of 94&deg; H x 82&deg; V,DETAIL
Vello,N,1191184,4,,Sensitivity dials for lightning and sound,Sensitivity dials for lightning and sound,DETAIL
Vello,N,1191184,5,,Microphone is rated to pick up sounds from up to 6.5' away when outdoors or up to 11.5' indoors,Microphone is rated to pick up sounds from up to 6.5' away when outdoors or up to 11.5' indoors,DETAIL
Vello,N,1191184,6,,LED indicator lights up when sensitivity is set too high for current environment,LED indicator lights up when sensitivity is set too high for current environment,DETAIL
Vello,N,1191184,7,,Uses 2.5mm remote cables to connect to camera,Uses 2.5mm remote cables to connect to camera,DETAIL
Vello,N,1191184,8,Compatible Cameras,"Canon EOS: Elan series, Digital Rebel (300D), XT (350D), XTi (400D), XSi (450D), T1i (500D), T2i (550D), T3 (1100D), T3i (600D), T4i (650D), T5 (1200D), T5i (700D), T6i (750D), T6s (760D), SL1 (100D) and XS (1000D), 60D & 70D 10D, 20D, 30D, 40D, 50D, 5D, 5D Mark II, 5D Mark III, 5D Mark IV, 5DS, 5DS R, 6D, 7D, 7D Mark II, 1D, 1D Mark II, 1D Mark II N, 1D Mark III, 1D Mark IV, 1Ds, 1Ds Mark II, 1Ds Mark III, 1D X, 1DX Mark II and 1D C  PowerShot: G10, G11, G12, G15, G16, G1 X & G1 X Mark II, G3 X, G5 X, SX50 HS and SX60 HS  Contax: N and 645 Hasselblad: H series Pentax: K10D, K20D, K100D, K110D, K200D, K-3, K-5, K-5 II, K-7, K30, K-50, K-500, *ist DS, DS2, DS, DL2, DL, and D Samsung: NX10 & NX100; GX-1S, GX-1L, GX-10 & GX-20 Sigma: SD1, SD9, SD10, SD14 & SD15","<b>Canon EOS:</b> Elan series, Digital Rebel (300D), XT (350D), XTi (400D), XSi (450D), T1i (500D), T2i (550D), T3 (1100D), T3i (600D), T4i (650D), T5 (1200D), T5i (700D), T6i (750D), T6s (760D), SL1 (100D) and XS (1000D), 60D & 70D<br> 10D, 20D, 30D, 40D, 50D, 5D, 5D Mark II, 5D Mark III, 5D Mark IV, 5DS, 5DS R, 6D, 7D, 7D Mark II, 1D, 1D Mark II, 1D Mark II N, 1D Mark III, 1D Mark IV, 1Ds, 1Ds Mark II, 1Ds Mark III, 1D X, 1DX Mark II and 1D C <br> <b>PowerShot:</b> G10, G11, G12, G15, G16, G1 X & G1 X Mark II, G3 X, G5 X, SX50 HS and SX60 HS <br> <b>Contax:</b> N and 645<br> <b>Hasselblad:</b> H series<br> <b>Pentax:</b> K10D, K20D, K100D, K110D, K200D, K-3, K-5, K-5 II, K-7, K30, K-50, K-500, *ist DS, DS2, DS, DL2, DL, and D<br> <b>Samsung:</b> NX10 & NX100; GX-1S, GX-1L, GX-10 & GX-20<br> <b>Sigma:</b> SD1, SD9, SD10, SD14 & SD15",DETAIL
Vello,N,1192262,1,Shot Range,"Capable of taking 3, 4, 6, 8, 12, 24, 36, 45, 60, & 72 shots within one panoramic movement","Capable of taking 3, 4, 6, 8, 12, 24, 36, 45, 60, & 72 shots within one panoramic movement",DETAIL
Vello,N,1192262,2,Panning Direction,Pans clockwise or counter-clockwise,Pans clockwise or counter-clockwise,DETAIL
Vello,N,1192262,3,Multi-Speed,"Three programmable speeds, 1-3 (from fastest to slowest)","Three programmable speeds, 1-3 (from fastest to slowest)",DETAIL
Vello,N,1192262,4,Long Exposure Control,Control your shutter duration from 1 to 99 seconds per shot,Control your shutter duration from 1 to 99 seconds per shot,DETAIL
Vello,N,1192262,5,Wireless Versatility,Select from 16 separate radio channels,Select from 16 separate radio channels,DETAIL
Vello,N,1192546,1,,Adapts full-frame Nikon F-mount lenses to APS-C format Sony E-mount mirrorless cameras as well as full-frame cameras in APS-C crop mode,Adapts full-frame Nikon F-mount lenses to APS-C format Sony E-mount mirrorless cameras as well as full-frame cameras in APS-C crop mode,DETAIL
Vello,N,1192546,2,,"Magnifies the lens' angle of view by a factor of 0.71x, effectively negating the crop factor of APS-C format cameras while simultaneously increasing the maximum aperture of the lens by one stop","Magnifies the lens' angle of view by a factor of 0.71x, effectively negating the crop factor of APS-C format cameras while simultaneously increasing the maximum aperture of the lens by one stop",DETAIL
Vello,N,1192546,3,,Optical design uses four elements in four groups to retain maximum image quality,Optical design uses four elements in four groups to retain maximum image quality,DETAIL
Vello,N,1192546,4,,Manual aperture ring with 8 stops in 1/2-stop increments,Manual aperture ring with 8 stops in 1/2-stop increments,DETAIL
Vello,N,1192546,5,,"Removable tripod foot has 1/4""-20 socket for direct mounting on a support system, eliminating unnecessary strain on the camera's lens mount","Removable tripod foot has 1/4""-20 socket for direct mounting on a support system, eliminating unnecessary strain on the camera's lens mount",DETAIL
Vello,N,1192546,6,,Matte black interior helps reduce flare for optimal image quality,Matte black interior helps reduce flare for optimal image quality,DETAIL
Vello,N,1192546,7,,Metal construction for long-term durability,Metal construction for long-term durability,DETAIL
Vello,N,1192546,8,,"While Nikon E-type lenses will physically fit, the manual aperture ring function is not supported","While Nikon E-type lenses will physically fit, the manual aperture ring function is not supported",DETAIL
Vello,N,1200056,1,,"L-shaped bracket with a flexible, padded flash arm","L-shaped bracket with a flexible, padded flash arm",DETAIL
Vello,N,1200056,2,,Flexible arm design enables positioning flash closer to subject for macro shooting,Flexible arm design enables positioning flash closer to subject for macro shooting,DETAIL
Vello,N,1200056,3,,"Cold shoe on top of flash arm permits attaching speedlights, LED lights, or other shoe-mounted lights","Cold shoe on top of flash arm permits attaching speedlights, LED lights, or other shoe-mounted lights",DETAIL
Vello,N,1200056,4,,Arca-type camera plate permits direct attachment to tripod for quick switching between handheld and tripod use,Arca-type camera plate permits direct attachment to tripod for quick switching between handheld and tripod use,DETAIL
Vello,N,1200056,5,,"A 1/4""-20 stud with D-ring is included for securely attaching your camera to the bracket","A 1/4""-20 stud with D-ring is included for securely attaching your camera to the bracket",DETAIL
Vello,N,1201360,1,Benefits,"The MPH-P8 is an 8"" diameter stage to display products for photography. This makes it perfect for use with jewelry and mobile electronics 
The product stage has a matte white finish that helps guard against reflections from studio lights 
The circular, flat stage is perfect for taking 360&deg; photos of products when attached to automatic or manual pan heads 
Mounting the product stage is easy with its universal 1/4""-20 threaded socket","<li>The MPH-P8 is an 8"" diameter stage to display products for photography. This makes it perfect for use with jewelry and mobile electronics 
<li>The product stage has a matte white finish that helps guard against reflections from studio lights 
<li>The circular, flat stage is perfect for taking 360&deg; photos of products when attached to automatic or manual pan heads 
<li>Mounting the product stage is easy with its universal 1/4""-20 threaded socket",DETAIL
Vello,N,1216284,1,,Shortens minimum focusing distance of lens for macro photography.,Shortens minimum focusing distance of lens for macro photography.,DETAIL
Vello,N,1216284,2,,Extension tubes of 10mm and 16mm lengths can be used individually or together for greater magnification.,Extension tubes of 10mm and 16mm lengths can be used individually or together for greater magnification.,DETAIL
Vello,N,1216284,3,,Full autofocus and exposure compatibility,Full autofocus and exposure compatibility,DETAIL
Vello,N,1216284,4,,Lightweight design with metal mounts,Lightweight design with metal mounts,DETAIL
Vello,N,1216284,5,,Alignment markers make placement on lenses and cameras easy,Alignment markers make placement on lenses and cameras easy,DETAIL
Vello,N,1216284,6,,Fits Fujifilm X-series cameras and Fujifilm X lenses.,Fits Fujifilm X-series cameras and Fujifilm X lenses.,DETAIL
