BRAND,DNLA,SKU_NO,SEQNUM,SPEC_NAME,SPEC_VALUE,SPEC_VALUE_RAW
Vello,N,823701,10,Battery Life,> 10 hrs,
Vello,N,823701,11,Dimensions,"Transmitter: 6.5 x 2.5 x 1.5"" / 16.5 x 6.4 x 3.8 cm
Viewer: 4.8 x 2.9 x 1.1"" / 12.2 x 7.4 x 2.8 cm",
Vello,N,823701,12,Weight,"Transmitter: 3.1 oz / 87.9 g (without batteries)
Viewer: 4.5 oz / 127.6 g (without batteries)",
Vello,N,824804,1,Load Capacity,4.4 lb (2 kg),
Vello,N,824804,2,Dimensions,"2.6 x 2 x 1.2"" (6.7 x 5 x 3 cm)",
Vello,N,824804,3,Weight,3.8 oz (108 g),
Vello,N,826790,1,Dimensions (Open),"6 x 5 x 4.5"" (15.2 x 12.7 x 11.4 cm) [Base x Vertical Grip x Flash Arm]",
Vello,N,826790,2,Dimensions (Folded),"6 x 1.45"" (15.2 x 3.7 cm) [W x H]",
Vello,N,826790,3,Maximum Camera Height,"4.25"" (10.8 cm)",
Vello,N,826790,4,Weight,9.5 oz (270 g),
Vello,N,828734,1,Load Capacity,4.4 lb (2 kg),
Vello,N,828734,2,Dimensions,"2.9 x 2 x 1.2"" (7.5 x 5.0 x 3.1 cm)",
Vello,N,828734,3,Weight,4.8 oz (136 g),
Vello,N,829428,1,Length,Coiled: 1.5' (0.45 m) Stretched: 4' (1.2 m),
Vello,N,829428,2,Remote Connection,2.5mm Sub-mini,
Vello,N,835060,1,Power Source,1 or 2 x LP-E8 Li-ion Batteries6 x AA/LR6 BatteriesAlso works with the Canon AC Adapter Kit ACK-E8 (sold separately),
Vello,N,835060,2,Operating Temperature,32-104&deg;F (0-40&deg;C),
Vello,N,835060,3,Tripod Mount Thread Size,"1/4""-20",
Vello,N,835060,4,Dimensions (HxWxD),5.2 x 4.3 x 3.1&quot; (132 x 108 x 80mm),
Vello,N,835060,5,Weight,8.8 oz (249 g) (without battery tray and batteries),
Vello,N,835061,1,Power Source,1 or 2 x LP-E6 Li-ion Batteries6 x AA/LR6 Batteries,
Vello,N,835061,2,Operating Temperature,32-104&deg;F (0-40&deg;C),
Vello,N,835061,3,Tripod Mount Thread Size,"1/4""-20",
Vello,N,835061,4,Dimensions (WxHxD),5.9 x 4.5 x 3.3&quot; (150 x 117 x 85mm),
Vello,N,835061,5,Weight,9.4 oz (266 g) (without battery tray and batteries),
Vello,N,835406,1,Compatibility,"2.7"" (6.86 cm) fold out LCD screen",
Vello,N,835406,2,Attachment Method,Touch-fastener,
Vello,N,835406,3,Internal Dimensions,"1.8 x 2.6"" (4.6 x 6.6 cm)",
Vello,N,835407,1,Compatibility,"3.5"" (8.89 cm) fold out LCD screen",
Vello,N,835407,2,Attachment Method,Touch-fastener,
Vello,N,835407,3,Internal Dimensions,"2.0 x 3.4"" (5.1 x 8.6 cm)",
Vello,N,837356,1,TTL Compatible,Canon E-TTL II,
Vello,N,837356,2,Channels and Groups,"4 Channels, 3 Groups (A,B,C)",
Vello,N,837356,3,Frequency,2.4 GHz,
Vello,N,837356,4,EV Range,+/- 3 EV,
Vello,N,837356,5,Antenna,Built-in,
Vello,N,837356,6,Maximum Range,Up to 300' / 100 m,
Vello,N,837356,7,Mounting,"Hot shoe, 1/4""-20 socket, lanyard",
Vello,N,837356,8,In/Out Connections,"1/8"" (3.5 mm) Sync output port Threaded PC sync terminal USB port for firmware upgrades",
Vello,N,837356,9,Max Sync Speed,"1/8,000 sec",
Vello,N,837356,10,Sync Mode,"First curtain sync, second curtain sync",
Vello,N,837356,11,Power Requirements,2 x AA batteries,
Vello,N,837356,12,Battery Life,Approximately 400 Hours (on standby),
Vello,N,837356,13,Dimensions,1.75 x 1.25 x 3.19' / 45 &#215; 32 &#215; 81 mm,
Vello,N,837356,14,Weight,2.4 oz / 68 g,
Vello,N,837358,1,TTL Compatible,Nikon i-TTL,
Vello,N,837358,2,Channels and Groups,"4 Channels, 3 Groups (A,B,C)",
Vello,N,837358,3,Frequency,2.4 GHz,
Vello,N,837358,4,EV Range,+/- 3 EV,
Vello,N,837358,5,Antenna,Built-in,
Vello,N,837358,6,Maximum Range,Up to 300' / 100 m,
Vello,N,837358,7,Mounting,"Hot shoe, 1/4""-20 socket, lanyard",
Vello,N,837358,8,In/Out Connections,"1/8"" (3.5 mm) Sync output port Threaded PC sync terminal USB port for firmware upgrades",
Vello,N,837358,9,Max Sync Speed,"1/8,000 sec",
Vello,N,837358,10,Sync Mode,"First curtain sync, second curtain sync",
Vello,N,837358,11,Power Requirements,2 x AA batteries,
Vello,N,837358,12,Battery Life,Approximately 400 Hours (on standby),
Vello,N,837358,13,Dimensions,1.75 x 1.25 x 3.19' / 45 &#215; 32 &#215; 81 mm,
Vello,N,837358,14,Weight,2.4 oz / 68 g,
Vello,N,840096,1,Release Type,Wired,Wired
Vello,N,840096,2,Camera Connection,Canon 2.5mm Sub-mini,Canon 2.5mm Sub-mini
Vello,N,840096,3,Interval Timer/Programmable,Yes,Yes
Vello,N,840096,4,Live View,No,No
Vello,N,840096,5,Max Timer Delay,"99 h, 59 min, 59 sec","99 h, 59 min, 59 sec"
Vello,N,840096,6,Maximum Exposure,"99 h, 59 min, 59 sec","99 h, 59 min, 59 sec"
Vello,N,840096,7,Maximum Interval,"99 h, 59 min, 59 sec","99 h, 59 min, 59 sec"
Vello,N,840096,8,Mobile Device/App-enabled,No,No
Vello,N,840096,9,Cable Length,2.7' / 85 cm,2.7' / 85 cm
Vello,N,840096,10,Operating Temperature,-4 to 122&deg;F / -20 to 50&deg;C,-4 to 122&deg;F / -20 to 50&deg;C
Vello,N,840096,11,Transmitter Power Source,Battery,Battery
Vello,N,840096,12,Transmitter Battery Requirements,2 x AAA,2 x AAA
Vello,N,840096,13,Transmitter Dimensions,"6.1 x 1.6 x 0.7"" / 155.0 x 40.0 x 18.0 mm","6.1 x 1.6 x 0.7"" / 155.0 x 40.0 x 18.0 mm"
Vello,N,840098,1,Release Type,Wired,Wired
Vello,N,840098,2,Camera Connection,Canon 3-pin (N3),Canon 3-pin (N3)
Vello,N,840098,3,Interval Timer/Programmable,Yes,Yes
Vello,N,840098,4,Live View,No,No
Vello,N,840098,5,Max Timer Delay,"99 h, 59 min, 59 sec","99 h, 59 min, 59 sec"
Vello,N,840098,6,Maximum Exposure,"99 h, 59 min, 59 sec","99 h, 59 min, 59 sec"
Vello,N,840098,7,Maximum Interval,"99 h, 59 min, 59 sec","99 h, 59 min, 59 sec"
Vello,N,840098,8,Mobile Device/App-enabled,No,No
Vello,N,840098,9,Cable Length,2.7' / 85 cm,2.7' / 85 cm
Vello,N,840098,10,Operating Temperature,-4 to 122&deg;F / -20 to 50&deg;C,-4 to 122&deg;F / -20 to 50&deg;C
Vello,N,840098,11,Transmitter Power Source,Battery,Battery
Vello,N,840098,12,Transmitter Battery Requirements,2 x AAA,2 x AAA
Vello,N,840098,13,Transmitter Dimensions,"6.1 x 1.6 x 0.7"" / 155.0 x 40.0 x 18.0 mm","6.1 x 1.6 x 0.7"" / 155.0 x 40.0 x 18.0 mm"
Vello,N,840099,1,Release Type,Wired,Wired
Vello,N,840099,2,Camera Connection,Nikon 10-pin,Nikon 10-pin
Vello,N,840099,3,Interval Timer/Programmable,Yes,Yes
Vello,N,840099,4,Live View,No,No
Vello,N,840099,5,Max Timer Delay,"99 h, 59 min, 59 sec","99 h, 59 min, 59 sec"
Vello,N,840099,6,Maximum Exposure,"99 h, 59 min, 59 sec","99 h, 59 min, 59 sec"
Vello,N,840099,7,Maximum Interval,"99 h, 59 min, 59 sec","99 h, 59 min, 59 sec"
Vello,N,840099,8,Mobile Device/App-enabled,No,No
Vello,N,840099,9,Cable Length,2.7' / 85 cm,2.7' / 85 cm
Vello,N,840099,10,Operating Temperature,-4 to 122&deg;F / -20 to 50&deg;C,-4 to 122&deg;F / -20 to 50&deg;C
Vello,N,840099,11,Transmitter Power Source,Battery,Battery
Vello,N,840099,12,Transmitter Battery Requirements,2 x AAA,2 x AAA
Vello,N,840099,13,Transmitter Dimensions,"6.1 x 1.6 x 0.7"" / 155.0 x 40.0 x 18.0 mm","6.1 x 1.6 x 0.7"" / 155.0 x 40.0 x 18.0 mm"
Vello,N,840100,1,Release Type,Wired,Wired
Vello,N,840100,2,Camera Connection,Nikon DC-2,Nikon DC-2
Vello,N,840100,3,Interval Timer/Programmable,Yes,Yes
Vello,N,840100,4,Live View,No,No
Vello,N,840100,5,Max Timer Delay,"99 h, 59 min, 59 sec","99 h, 59 min, 59 sec"
Vello,N,840100,6,Maximum Exposure,"99 h, 59 min, 59 sec","99 h, 59 min, 59 sec"
Vello,N,840100,7,Maximum Interval,"99 h, 59 min, 59 sec","99 h, 59 min, 59 sec"
Vello,N,840100,8,Mobile Device/App-enabled,No,No
Vello,N,840100,9,Cable Length,2.7' / 85 cm,2.7' / 85 cm
Vello,N,840100,10,Operating Temperature,-4 to 122&deg;F / -20 to 50&deg;C,-4 to 122&deg;F / -20 to 50&deg;C
Vello,N,840100,11,Transmitter Power Source,Battery,Battery
Vello,N,840100,12,Transmitter Battery Requirements,2 x AAA,2 x AAA
Vello,N,840100,13,Transmitter Dimensions,"6.1 x 1.6 x 0.7"" / 155.0 x 40.0 x 18.0 mm","6.1 x 1.6 x 0.7"" / 155.0 x 40.0 x 18.0 mm"
Vello,N,841280,1,Compatibility,"3.0"" (7.62 cm) fold out LCD screen",
Vello,N,841280,2,Attachment Method,Touch-fastener,
Vello,N,841280,3,Internal Dimensions,"2.0 x 2.9"" (5.1 x 7.4 cm)",
Vello,N,872418,1,Power Source,1 or 2 x LP-E6 Li-ion Batteries6 x AA/LR6 BatteriesAlso works with the Canon AC Adapter Kit ACK-E6 (sold separately),
Vello,N,872418,2,Operating Temperature,32-104&deg;F (0-40&deg;C),
Vello,N,872418,3,Tripod Mount Thread Size,"1/4""-20",
Vello,N,872418,4,Dimensions (HxWxD),6.0 x 4.5 x 3.4&quot; (153.1 x 113.3 x 85.7mm),
Vello,N,872418,5,Weight,10.4 oz (294.8 g) (without battery tray and batteries),
Vello,N,872419,1,Power Source,"1 EN-EL15 Lithium-Ion battery or 8 LR6 Alkaline, HR6 Ni-MH or FR6 Lithium AA batteries",
Vello,N,872419,2,Operating Temperature,32-104&ordm; F (0-40&ordm; C),
Vello,N,872419,3,Dimensions,"Approximately 5.9 x 2.2 x 3.1"" (150.8 x 54.8 x 77.4 mm)",
Vello,N,872419,4,Weight,"Approximately 9.6 oz (272.2g), with EN-EL15 battery holder but excluding batteries",
Vello,N,875842,1,Power Source,One or two NP-FM500H Rechargeable Lithium-Ion Batteries,
Vello,N,875842,2,Operating Temperature,32-104&ordm;F (0-40&ordm;C),
Vello,N,875842,3,Dimensions,"5.6 x 5.0 x 3.5"" (142.2 x 127 x 89 mm)",
Vello,N,875842,4,Weight,9.4 oz (266 g) excluding battery tray and batteries,
Vello,N,875844,1,Batteries,"1x EN-EL3e, EN-EL4 or EN-EL4a Rechargeable Li-ion battery
8x LR6 Alkaline, HR6 Ni-MH, FR6 Lithium or ZR6 Nickel-Manganese AA batteries",
Vello,N,875844,2,Operating Temperature,32-104&ordm; F (0-40&ordm; C),
Vello,N,875844,3,Dimensions,"Approximately 5.9 x 2 x 3"" (150.5 x 52 x 75.5mm)",
Vello,N,875844,4,Weight,"Approximately 10.2 oz (290g), with battery holder but excluding batteries",
Vello,N,875847,1,Frequency,2.4 GHz,
Vello,N,875847,2,Sync Type,2.5mm Sub-Mini,
Vello,N,875847,3,Power Supply,2x AAA,
Vello,N,875847,4,Battery Life,300 Hours,
Vello,N,875848,1,Release Type,Wireless: IR (Infrared),Wireless: IR (Infrared)
Vello,N,875848,2,Camera Connection,Canon IR,Canon IR
Vello,N,875848,3,Interval Timer/Programmable,No,No
Vello,N,875848,4,Live View,No,No
Vello,N,875848,5,Mobile Device/App-enabled,No,No
Vello,N,875848,6,Wireless Range,10' / 3 m,10' / 3 m
Vello,N,875848,7,Operating Temperature,41 to 104&deg;F / 5 to 40&deg;C,41 to 104&deg;F / 5 to 40&deg;C
Vello,N,875848,8,Transmitter Power Source,Battery,Battery
Vello,N,875848,9,Transmitter Battery Requirements,1 x CR2025,1 x CR2025
Vello,N,875848,10,Transmitter Dimensions,"1.8 x 1.6 x 0.3"" / 45.0 x 40.0 x 7.0 mm","1.8 x 1.6 x 0.3"" / 45.0 x 40.0 x 7.0 mm"
Vello,N,875848,11,Transmitter Weight,0.2 oz / 5 g,0.2 oz / 5 g
Vello,N,875849,1,Release Type,Wireless: IR (Infrared),Wireless: IR (Infrared)
Vello,N,875849,2,Camera Connection,Sony IR,Sony IR
Vello,N,875849,3,Interval Timer/Programmable,No,No
Vello,N,875849,4,Live View,No,No
Vello,N,875849,5,Mobile Device/App-enabled,No,No
Vello,N,875849,6,Wireless Range,10' / 3 m,10' / 3 m
Vello,N,875849,7,Operating Temperature,41 to 104&deg;F / 5 to 40&deg;C,41 to 104&deg;F / 5 to 40&deg;C
Vello,N,875849,8,Transmitter Power Source,Battery,Battery
Vello,N,875849,9,Transmitter Battery Requirements,1 x CR2025,1 x CR2025
Vello,N,875849,10,Transmitter Dimensions,"1.8 x 1.6 x 0.3"" / 45.0 x 40.0 x 7.0 mm","1.8 x 1.6 x 0.3"" / 45.0 x 40.0 x 7.0 mm"
Vello,N,875849,11,Transmitter Weight,0.2 oz / 5 g,0.2 oz / 5 g
Vello,N,875851,1,Release Type,Wireless: IR (Infrared),Wireless: IR (Infrared)
Vello,N,875851,2,Camera Connection,Nikon IR,Nikon IR
Vello,N,875851,3,Interval Timer/Programmable,No,No
Vello,N,875851,4,Live View,No,No
Vello,N,875851,5,Mobile Device/App-enabled,No,No
Vello,N,875851,6,Wireless Range,10' / 3 m,10' / 3 m
Vello,N,875851,7,Operating Temperature,41 to 104&deg;F / 5 to 40&deg;C,41 to 104&deg;F / 5 to 40&deg;C
Vello,N,875851,8,Transmitter Power Source,Battery,Battery
Vello,N,875851,9,Transmitter Battery Requirements,1 x CR2025,1 x CR2025
Vello,N,875851,10,Transmitter Dimensions,"1.8 x 1.6 x 0.3"" / 45.0 x 40.0 x 7.0 mm","1.8 x 1.6 x 0.3"" / 45.0 x 40.0 x 7.0 mm"
Vello,N,875851,11,Transmitter Weight,0.2 oz / 5 g,0.2 oz / 5 g
Vello,N,875852,1,Release Type,Wireless: IR (Infrared),Wireless: IR (Infrared)
Vello,N,875852,2,Camera Connection,Olympus IR,Olympus IR
Vello,N,875852,3,Interval Timer/Programmable,No,No
Vello,N,875852,4,Live View,No,No
Vello,N,875852,5,Mobile Device/App-enabled,No,No
Vello,N,875852,6,Wireless Range,10' / 3 m,10' / 3 m
Vello,N,875852,7,Operating Temperature,41 to 104&deg;F / 5 to 40&deg;C,41 to 104&deg;F / 5 to 40&deg;C
Vello,N,875852,8,Transmitter Power Source,Battery,Battery
Vello,N,875852,9,Transmitter Battery Requirements,1 x CR2025,1 x CR2025
Vello,N,875852,10,Transmitter Dimensions,"1.8 x 1.6 x 0.3"" / 45.0 x 40.0 x 7.0 mm","1.8 x 1.6 x 0.3"" / 45.0 x 40.0 x 7.0 mm"
Vello,N,875852,11,Transmitter Weight,0.2 oz / 5 g,0.2 oz / 5 g
Vello,N,875855,1,Release Type,Wireless: IR (Infrared),Wireless: IR (Infrared)
Vello,N,875855,2,Camera Connection,Pentax,Pentax
Vello,N,875855,3,Interval Timer/Programmable,No,No
Vello,N,875855,4,Live View,No,No
Vello,N,875855,5,Mobile Device/App-enabled,No,No
Vello,N,875855,6,Wireless Range,10' / 3 m,10' / 3 m
Vello,N,875855,7,Operating Temperature,41 to 104&deg;F / 5 to 40&deg;C,41 to 104&deg;F / 5 to 40&deg;C
Vello,N,875855,8,Transmitter Power Source,Battery,Battery
Vello,N,875855,9,Transmitter Battery Requirements,1 x CR2025,1 x CR2025
Vello,N,875855,10,Transmitter Dimensions,"1.8 x 1.6 x 0.3"" / 45.0 x 40.0 x 7.0 mm","1.8 x 1.6 x 0.3"" / 45.0 x 40.0 x 7.0 mm"
Vello,N,875855,11,Transmitter Weight,0.2 oz / 5 g,0.2 oz / 5 g
Vello,N,875858,1,Release Type,Wireless: IR (Infrared),Wireless: IR (Infrared)
Vello,N,875858,2,Camera Connection,Canon IR,Canon IR
Vello,N,875858,3,Interval Timer/Programmable,No,No
Vello,N,875858,4,Live View,No,No
Vello,N,875858,5,Mobile Device/App-enabled,No,No
Vello,N,875858,6,Wireless Range,15' / 4.6 m,15' / 4.6 m
Vello,N,875858,7,Operating Temperature,41 to 104&deg;F / 5 to 40&deg;C,41 to 104&deg;F / 5 to 40&deg;C
Vello,N,875858,8,Transmitter Power Source,Battery,Battery
Vello,N,875858,9,Transmitter Battery Requirements,1 x CR2025,1 x CR2025
Vello,N,875858,10,Transmitter Dimensions,"3.4 x 1.6 x 0.2"" / 86.3 x 40.2 x 6.0 mm","3.4 x 1.6 x 0.2"" / 86.3 x 40.2 x 6.0 mm"
Vello,N,875858,11,Transmitter Weight,0.6 oz / 17 g,0.6 oz / 17 g
Vello,N,875864,1,Release Type,Wireless: IR (Infrared),Wireless: IR (Infrared)
Vello,N,875864,2,Camera Connection,Olympus IR,Olympus IR
Vello,N,875864,3,Interval Timer/Programmable,No,No
Vello,N,875864,4,Live View,No,No
Vello,N,875864,5,Mobile Device/App-enabled,No,No
Vello,N,875864,6,Wireless Range,15' / 4.6 m,15' / 4.6 m
Vello,N,875864,7,Operating Temperature,41 to 104&deg;F / 5 to 40&deg;C,41 to 104&deg;F / 5 to 40&deg;C
Vello,N,875864,8,Transmitter Power Source,Battery,Battery
Vello,N,875864,9,Transmitter Battery Requirements,1 x CR2025,1 x CR2025
Vello,N,875864,10,Transmitter Dimensions,"2.2 x 1.3 x 0.3"" / 57.0 x 35.0 x 7.0 mm","2.2 x 1.3 x 0.3"" / 57.0 x 35.0 x 7.0 mm"
Vello,N,875864,11,Transmitter Weight,0.4 oz / 11.3 g,0.4 oz / 11.3 g
Vello,N,875866,1,Release Type,Wireless: IR (Infrared),Wireless: IR (Infrared)
Vello,N,875866,2,Camera Connection,Various/Universal,Various/Universal
Vello,N,875866,3,Interval Timer/Programmable,No,No
Vello,N,875866,4,Live View,No,No
Vello,N,875866,5,Mobile Device/App-enabled,No,No
Vello,N,875866,6,Wireless Range,15' / 4.6 m,15' / 4.6 m
Vello,N,875866,7,Transmitter Power Source,Battery,Battery
Vello,N,875866,8,Transmitter Battery Requirements,3 x CR2025,3 x CR2025
Vello,N,875866,9,Transmitter Dimensions,"3.5 x 1.6 x 0.4"" / 90.0 x 40.2 x 9.5 mm","3.5 x 1.6 x 0.4"" / 90.0 x 40.2 x 9.5 mm"
Vello,N,875866,10,Transmitter Weight,0.8 oz / 22.6 g,0.8 oz / 22.6 g
Vello,N,875869,1,Release Type,Wireless: IR (Infrared),Wireless: IR (Infrared)
Vello,N,875869,2,Camera Connection,Sony IR,Sony IR
Vello,N,875869,3,Interval Timer/Programmable,No,No
Vello,N,875869,4,Live View,No,No
Vello,N,875869,5,Mobile Device/App-enabled,No,No
Vello,N,875869,6,Wireless Range,15' / 4.6 m,15' / 4.6 m
Vello,N,875869,7,Operating Temperature,32 to 104&deg;F / 0 to 40&deg;C,32 to 104&deg;F / 0 to 40&deg;C
Vello,N,875869,8,Transmitter Power Source,Battery,Battery
Vello,N,875869,9,Transmitter Battery Requirements,3 x CR2025,3 x CR2025
Vello,N,875869,10,Transmitter Dimensions,"3.6 x 1.6 x 0.4"" / 90.3 x 40.9 x 10.8 mm","3.6 x 1.6 x 0.4"" / 90.3 x 40.9 x 10.8 mm"
Vello,N,875869,11,Transmitter Weight,0.8 oz / 22.6 g,0.8 oz / 22.6 g
Vello,N,883520,1,Construction,Optical glass,
Vello,N,883520,2,Thickness,"0.02"" (0.5 mm)",
Vello,N,883520,3,Adhesive Type,Static,
Vello,N,883521,1,Construction,Optical glass,
Vello,N,883521,2,Thickness,"0.02"" (0.5 mm)",
Vello,N,883521,3,Adhesive Type,Static,
Vello,N,883522,1,Construction,Optical glass,
Vello,N,883522,2,Thickness,"0.02"" (0.5 mm)",
Vello,N,883522,3,Adhesive Type,Static,
Vello,N,883526,1,Construction,Optical glass,
Vello,N,883526,2,Thickness,"0.02"" (0.5 mm)",
Vello,N,883526,3,Adhesive Type,Static,
Vello,N,883528,1,Construction,Optical glass,
Vello,N,883528,2,Thickness,"0.02"" (0.5 mm)",
Vello,N,883528,3,Adhesive Type,Static,
Vello,N,883531,1,Construction,Optical glass,
Vello,N,883531,2,Thickness,"0.02"" (0.5 mm)",
Vello,N,883531,3,Adhesive Type,Static,
Vello,N,883535,1,Construction,Optical glass,
Vello,N,883535,2,Thickness,"0.02"" (0.5 mm)",
Vello,N,883535,3,Adhesive Type,Static,
Vello,N,883537,1,Construction,Optical glass,
Vello,N,883537,2,Thickness,"0.02"" (0.5 mm)",
Vello,N,883537,3,Adhesive Type,Static,
Vello,N,883542,1,Construction,Optical glass,
Vello,N,883542,2,Thickness,"0.02"" (0.5 mm)",
Vello,N,883542,3,Adhesive Type,Static,
Vello,N,883544,1,Construction,Optical glass,
Vello,N,883544,2,Thickness,"0.02"" (0.5 mm)",
Vello,N,883544,3,Adhesive Type,Static,
Vello,N,883545,1,Construction,Optical glass,
Vello,N,883545,2,Thickness,"0.02"" (0.5 mm)",
Vello,N,883545,3,Adhesive Type,Static,
Vello,N,883556,1,Thickness,"0.02"" (0.5mm)",
Vello,N,883556,2,Dimensions,"2.25 x 1.75"" (58 x 45mm)",
Vello,N,883556,3,Compatibility,"2.7"" LCD Screen",
Vello,N,883559,1,Power Source,1 x EN-EL15 Li-ion Battery 6 x AA Batteries,
Vello,N,883559,2,Tripod Mount Thread Size,"1/4""-20",
Vello,N,883559,3,Operating Temperature,32-104&deg;F (0-40&deg;C),
Vello,N,883559,4,Dimensions (HxWxD),"5.2 x 1.9 x 2.8"" (133.5 x 49.5 x 72.8 mm)",
Vello,N,883559,5,Weight,"8.7 oz (248 g) (with EN-EL15 battery holder, without batteries)",
Vello,N,883572,1,Frequency,2.4 GHz,
Vello,N,883572,2,RF Channels,4,
Vello,N,883572,3,Groups,Up to 3 light groups (7 group combinations),
Vello,N,883572,4,Range,600' (183 m) with no obstructions,
Vello,N,883572,5,Confirmation LEDs,2 Color,
Vello,N,883572,6,Shutter Modes,"Settings controlled by camera: Single Shot, Continuous, Self-Timer, Bulb",
Vello,N,883572,7,Sync Type,3.5 mm mini phone,
Vello,N,883572,8,Power Supply,Transmitter: 2x AAA Receiver: 2x AAA,
Vello,N,883572,9,Battery Life,Transmitter: 3 years Receiver: 300 h,
Vello,N,883572,10,Dimensions,"Transmitter: 3.3 x 1.5 x 1.4"" (83 x 38 x 35 mm) Receiver: 3.3 x 1.5 x 1.4"" (83 x 38 x 35 mm)",
Vello,N,883572,11,Weight,Transmitter: 1.7 oz (48 g) Receiver: 1.5 oz (42 g),
Vello,N,883573,1,Frequency,2.4GHz,
Vello,N,883573,2,RF Channels,4,
Vello,N,883573,3,Groups,Up to 3 light groups (7 group combinations),
Vello,N,883573,4,Sync Type,3.5mm mini phone,
Vello,N,883573,5,Range,600' (183 m),
Vello,N,883573,6,Power Supply,2x AAA,
Vello,N,883573,7,Battery Life,300 Hours,
Vello,N,883573,8,Dimensions,"3.3 x 1.5 x 1.4"" (83 x 38 x 35 mm)",
Vello,N,883573,9,Weight,1.5 oz (42 g),
Vello,N,883574,1,Frequency,2.4 GHz,
Vello,N,883574,2,RF Channels,4,
Vello,N,883574,3,Groups,Up to 3 light groups (7 group combinations),
Vello,N,883574,4,Range,600' (183 m) with no obstructions,
Vello,N,883574,5,Confirmation LEDs,2 Color,
Vello,N,883574,6,Shutter Modes,"Settings controlled by camera: Single Shot, Continuous, Self-Timer, Bulb",
Vello,N,883574,7,Sync Type,3.5 mm mini phone,
Vello,N,883574,8,Power Supply,Transmitter: 2x AAA Receiver: 2x AAA,
Vello,N,883574,9,Battery Life,Transmitter: 3 years Receiver: 300 h,
Vello,N,883574,10,Dimensions,"Transmitter: 3.3 x 1.5 x 1.4"" (83 x 38 x 35 mm) Receiver: 3.3 x 1.5 x 1.4"" (83 x 38 x 35 mm)",
Vello,N,883574,11,Weight,Transmitter: 1.7 oz (48 g) Receiver: 1.5 oz (42 g),
Vello,N,883575,1,Frequency,2.4GHz,
Vello,N,883575,2,RF Channels,4,
Vello,N,883575,3,Groups,Up to 3 light groups (7 group combinations),
Vello,N,883575,4,Sync Type,3.5mm mini phone,
Vello,N,883575,5,Range,600' (183 m),
Vello,N,883575,6,Power Supply,2x AAA,
Vello,N,883575,7,Battery Life,300 Hours,
Vello,N,883575,8,Dimensions,"3.3 x 1.5 x 1.4"" (83 x 38 x 35 mm)",
Vello,N,883575,9,Weight,1.5 oz (42 g),
Vello,N,887982,1,Dimensions,"Length: 4.5"" (11.4 cm)
Folded Length: 2.7"" (6.9 cm)
Diffuser: 1.7 x 1.2"" (4.3 x 3.0 cm)",
Vello,N,887982,2,Weight,0.2 oz (5.7 g),
Vello,N,888030,1,Tubes,"7mm, 14mm & 28mm",
Vello,N,888030,2,Thread Size,60mm (0.75mm pitch thread),
Vello,N,888031,1,Tubes,"7mm, 14mm, & 28mm",
Vello,N,888031,2,Thread Size,60 mm (0.75 mm pitch thread),
Vello,N,903561,1,Power Source,"1 EN-EL15 Lithium-Ion battery or 6 LR6 Alkaline, HR6 Ni-MH or FR6 Lithium AA batteries",
Vello,N,903561,2,Operating Temperature,32-104&ordm; F (0-40&ordm; C),
Vello,N,903561,3,Dimensions,"Approximately 5.3 x 1.8 x 3.1"" (135 x 45 x 78 mm)",
Vello,N,903561,4,Weight,"Approximately 9.6 oz (272.2g), with EN-EL15 battery holder but excluding batteries",
Vello,N,907350,1,Construction,Optical glass,
Vello,N,907350,2,Thickness,"0.02"" (0.5 mm)",
Vello,N,907350,3,Adhesive Type,Static,
Vello,N,909206,1,Dimensions,"5.1 x 3.9"" / 130 x 99 mm",
Vello,N,909207,1,Dimensions,"10 x 7.9"" / 254 x 201 mm",
Vello,N,909542,1,Release Type,Wireless: RF (Radio Frequency),Wireless: RF (Radio Frequency)
Vello,N,909542,2,Camera Connection,Nikon 10-pin,Nikon 10-pin
Vello,N,909542,3,Wireless Frequency,2.4 GHz,2.4 GHz
Vello,N,909542,4,Interval Timer/Programmable,No,No
Vello,N,909542,5,Live View,No,No
Vello,N,909542,6,Mobile Device/App-enabled,No,No
Vello,N,909542,7,Wireless Range,328' / 100 m,328' / 100 m
Vello,N,909542,8,Operating Temperature,-4 to 122&deg;F / -20 to 50&deg;C,-4 to 122&deg;F / -20 to 50&deg;C
Vello,N,909542,9,Receiver Dimensions,"2.8 x 1.3 x 0.7"" / 70.0 x 22.0 x 23.0 mm","2.8 x 1.3 x 0.7"" / 70.0 x 22.0 x 23.0 mm"
Vello,N,909542,10,Receiver Power Source,Camera,Camera
Vello,N,909542,11,Receiver Weight,0.4 oz / 11.3 g,0.4 oz / 11.3 g
Vello,N,909542,12,Transmitter Power Source,Battery,Battery
Vello,N,909542,13,Transmitter Battery Requirements,1 x 23AE,1 x 23AE
Vello,N,909542,14,Transmitter Dimensions,"2.8 x 0.9 x 0.9"" / 82.0 x 34.0 x 17.0 mm","2.8 x 0.9 x 0.9"" / 82.0 x 34.0 x 17.0 mm"
Vello,N,909542,15,Transmitter Weight,0.7 oz / 19.8 g (without batteries),0.7 oz / 19.8 g&nbsp;(without batteries)
Vello,N,917961,1,Mount Type,"3x shoe mounts 1 x 1/4""-20 socket",
Vello,N,917961,2,Construction,Aluminum Alloy,
Vello,N,917961,3,Dimensions,"6.5 x 5.5 x 0.98"" / 16.4 x 14 x 2.5 cm",
